wof:id,sg:id
873550045,SG_46waAz9TGTS4zZX20qtaOr_47.889378_-97.070544@1294165850
873550055,SG_6M3qBC27I1nbivQk8N03Pz_46.886014_-96.812793@1294165850
873555267,SG_7DopgIbhqrunhzxtFmZn4E_45.981890_-98.667093@1294165850
873550063,SG_5skChUmgSfxVWfyePC8Cwo_48.042152_-98.342169@1294165850
873555277,SG_3NzMJYmBKMcN7jnmflk41F_47.770625_-99.934995@1294165850
873550069,SG_6ePd62Mcs4lMkoznCpHlkm_46.264362_-97.130620@1294165850
873550083,SG_2YsFtqT8wD2Pq5aBHcePfe_47.006365_-97.204999@1294165850
873555285,SG_78h0sN4wMq3zWJBuKL9eDU_46.304812_-98.948688@1294165850
873550087,SG_7gsSL97VybEGKV4FruftoC_48.111677_-98.858725@1294165850
873555293,SG_03jMPXzmUrxotiYmjhYdcn_48.207528_-101.306607@1294165850
873550095,SG_6Z1OxTkx5jZXpdkaf3mpgI_46.971072_-100.929450@1294165850
873555299,SG_4Yt6Frul1eQQWXjJ8Wy18H_48.255835_-101.318279@1294165850
873550103,SG_2pFZsu2Af4T6djfDQKtR25_46.833807_-96.798793@1294165850
873555311,SG_1AFY0cjeXGBeqQslGr60sV_46.871954_-96.904116@1294165850
873550111,SG_5EJ4DOSUdfbiEZHf4hSfUy_46.834809_-96.798998@1294165850
873555319,SG_0NDodd0hR7lpSXB58ShS70_47.934940_-97.050708@1294165850
873555341,SG_07drgtVabAfKjVESztXiaw_48.166621_-103.623189@1294165850
387951807,SG_6RnxitYSfS7KU72rpMvXiS_46.138897_-98.079991@1294189808
873557003,SG_4T4ActWxy47gOH9CDEuCjI_46.811930_-96.833406@1294165850
873555351,SG_1DwqhcrCcLYq3YWq3PCW6O_47.062508_-98.828690@1294165850
873558007,SG_3P6p2UwjQ7maxNSYa0NAu2_48.151440_-103.636469@1294165850
873557017,SG_7eBrW6UzpjAeDaWZso9sB7_47.354381_-102.334486@1294165850
873559099,SG_6v7ZifEDbnv7P7Xvyke33S_46.829696_-100.889200@1294165850
873548173,SG_6tqzeUEGHjpBuJ9BVvZsnE_48.234148_-101.317757@1294165850
873557027,SG_5dpYpkBVfvEfD1rOoBOvTM_46.890386_-98.718552@1294165850
873558015,SG_1U0PgQ60b9m6HBgVagVpU6_46.656180_-99.359698@1294165850
873559103,SG_3pq13OIEpgUEKE2e1Rtmiz_47.921538_-97.026220@1294165850
873548183,SG_12diULyBt71ez1wQUIT0z6_47.264575_-101.777853@1294165850
873557035,SG_62yZikwEGfIW8bIfoNSCav_46.833894_-100.901464@1294165850
873558021,SG_25JPNfsXTboLRSiW3huQQU_47.909041_-97.062033@1294165850
873559111,SG_5M1UgksFI2nE5mtTvZjpBO_48.369170_-97.559158@1294165850
873548191,SG_6cfyTduiWPiGAwq94RkyEC_48.215901_-103.622238@1294165850
371080731,SG_6z5UUJB3uq71De4jV7ZYUZ_46.139251_-98.085950@1294189808
873558029,SG_0JBVBKkRnvxJKirO7Px3Hf_46.625326_-97.601182@1294165850
873548201,SG_3MvAE2XDey1yy5E1HyM3Eb_46.421502_-101.560152@1294165850
873559131,SG_6eBjpihXZGYUuyqd4mJ3jf_46.806281_-100.769434@1294165850
